STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
725053,94728, 20130524,   59.6,24,   57.0,24, 1008.6,15, 1003.7,24,   6.3,24,   4.5,24,   9.9,  18.1,   80.1 ,  46.9 , 1.91G,999.9, 010000,
725053,94728, 20130525,   48.1,24,   41.7,24, 1013.4,18, 1008.3,24,   9.1,24,   7.5,22,  13.0,  29.9,   53.1*,  44.6*, 0.29G,999.9, 010000,
725053,94728, 20130526,   55.5,24,   35.6,24, 1016.2,24, 1011.3,24,  10.0,24,   8.3,23,  13.0,  22.9,   66.0 ,  45.0 , 0.05G,999.9, 000000,
725053,94728, 20130527,   61.7,24,   34.9,24, 1022.2,24, 1017.3,24,  10.0,24,   3.3,23,   8.0,  18.1,   73.0 ,  48.0 , 0.00G,999.9, 000000,
725053,94728, 20130528,   61.1,24,   47.1,24, 1022.2,21, 1017.3,24,   7.1,24,   2.3,22,   7.0, 999.9,   73.0 ,  51.1 , 0.00G,999.9, 110000,
725053,94728, 20130529,   66.9,24,   60.6,24, 1018.3,17, 1013.8,24,   3.2,24,   1.6,22,   7.0, 999.9,   82.0 ,  55.9 , 0.52G,999.9, 100000,
725053,94728, 20130530,   81.0,24,   63.4,24, 1018.5,24, 1013.8,24,   9.0,24,   3.8,21,   8.0, 999.9,   90.0 ,  72.0 , 0.00G,999.9, 000000,
725053,94728, 20130531,   83.0,24,   63.4,24, 1018.4,24, 1013.8,23,   9.0,24,   3.4,21,   8.0, 999.9,   90.0 ,  72.0 , 0.00G,999.9, 000000,
725053,94728, 20130601,   80.8,23,   64.1,23, 1015.2,23, 1010.2,18,   9.8,23,   3.8,20,   6.0, 999.9,   90.0 ,  73.9 , 0.00G,999.9, 000000,
725053,94728, 20130602,   80.1,24,   65.9,24, 1010.8,24, 1006.1,24,  10.0,24,   5.1,21,  12.0,  19.0,   90.0 ,  73.0 , 0.00G,999.9, 000000,
725053,94728, 20130603,   72.2,24,   67.3,24, 1009.8,18, 1005.2,24,   6.6,24,   3.5,23,  12.0,  22.9,   88.0 ,  68.0 , 1.00G,999.9, 110000,
725053,94728, 20130604,   66.1,24,   45.6,24, 1015.1,23, 1009.8,24,   9.5,24,   3.9,21,   8.0,  15.0,   78.1 ,  57.0 , 0.72G,999.9, 000000,
725053,94728, 20130605,   66.0,24,   41.7,24, 1020.8,24, 1015.9,24,  10.0,24,   3.7,21,   7.0, 999.9,   75.0 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130606,   63.8,24,   53.8,24, 1019.7,22, 1014.9,24,   8.7,24,   3.7,23,   8.0, 999.9,   73.9 ,  57.9 , 0.00G,999.9, 000000,
725053,94728, 20130607,   61.5,24,   59.4,24, 1014.3,11, 1008.2,24,   4.2,24,   7.2,24,  17.1,  28.0,   70.0 ,  59.0 , 0.95G,999.9, 110000,
725053,94728, 20130608,   64.9,24,   58.9,24, 1010.1,18, 1003.5,24,   7.2,24,   5.9,24,  14.0,  22.9,   77.0 ,  57.0 , 3.82G,999.9, 010000,
725053,94728, 20130609,   71.7,24,   57.6,24, 1019.6,24, 1014.7,24,  10.0,24,   1.7,22,   6.0, 999.9,   80.1 ,  57.0 , 0.48G,999.9, 000000,
725053,94728, 20130610,   67.7,24,   62.1,24, 1020.0,17, 1014.3,24,   5.1,24,   4.2,23,   9.9,  22.0,   80.1 ,  63.0 , 0.00G,999.9, 110000,
725053,94728, 20130611,   69.6,24,   63.6,24, 1005.5,16, 1002.5,24,   5.6,24,   4.9,22,  15.0,  26.0,   80.1 ,  62.1 , 1.47G,999.9, 010000,
725053,94728, 20130612,   70.9,24,   53.2,24, 1007.9,24, 1003.1,24,   9.8,24,   6.1,22,  13.0,  24.1,   80.1 ,  64.0 , 0.09G,999.9, 000000,
725053,94728, 20130613,   65.7,24,   55.6,24, 1006.6,21, 1001.2,24,   8.1,24,   3.6,24,  11.1,  20.0,   75.9 ,  60.1 , 0.00G,999.9, 110000,
725053,94728, 20130614,   59.9,24,   53.8,24, 1006.5,16,  999.9,24,   7.7,24,   6.5,24,  14.0,  26.0,   72.0 ,  53.1 , 1.58G,999.9, 010000,
725053,94728, 20130615,   69.4,24,   52.0,24, 1013.6,24, 1008.8,24,  10.0,24,   3.5,22,   6.0, 999.9,   80.1 ,  53.1 , 0.06G,999.9, 000000,
725053,94728, 20130616,   72.8,24,   53.8,24, 1012.8,24, 1008.0,24,   9.8,24,   2.5,21,   7.0,  20.0,   80.1 ,  61.0 , 0.00G,999.9, 000000,
725053,94728, 20130617,   75.3,24,   63.4,24, 1011.3,23, 1006.6,24,   9.1,24,   3.7,21,   8.0,  20.0,   84.0 ,  64.9 , 0.00G,999.9, 010000,
725053,94728, 20130618,   72.8,24,   63.8,24, 1011.5,21, 1006.7,24,   7.3,24,   1.9,23,   6.0, 999.9,   84.0 ,  64.9 , 0.01G,999.9, 010000,
725053,94728, 20130619,   67.4,24,   54.4,24, 1016.1,18, 1010.0,24,   8.7,24,   5.0,24,   8.0,  15.0,   84.0 ,  59.0 , 0.20G,999.9, 010000,
725053,94728, 20130620,   69.6,24,   52.4,24, 1023.2,24, 1018.3,24,  10.0,24,   3.2,22,   7.0, 999.9,   80.1 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20130621,   71.6,24,   51.6,24, 1025.1,24, 1020.2,24,  10.0,24,   3.9,21,   7.0, 999.9,   82.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130622,   72.4,24,   54.0,24, 1023.6,24, 1018.8,24,  10.0,24,   4.1,22,   7.0, 999.9,   84.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130623,   76.1,24,   62.6,24, 1020.8,24, 1016.1,24,   9.9,24,   3.8,23,   8.0, 999.9,   88.0 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130624,   80.6,24,   68.1,24, 1016.9,23, 1012.2,24,   9.0,24,   4.0,22,   7.0,  15.9,   91.9 ,  70.0 , 0.00G,999.9, 000000,
725053,94728, 20130625,   80.9,24,   64.9,24, 1013.4,24, 1008.7,24,   8.4,24,   2.9,21,   8.9,  18.1,   91.9 ,  73.0 , 0.00G,999.9, 000000,
725053,94728, 20130626,   79.4,24,   65.6,24, 1009.8,23, 1005.0,24,   9.2,24,   3.7,22,   7.0,  15.9,   91.0 ,  73.0 , 0.00G,999.9, 010000,
725053,94728, 20130627,   78.1,24,   68.7,24, 1007.8,24, 1003.1,24,   7.9,24,   2.9,22,   8.0,  17.1,   86.0 ,  73.9 , 0.05G,999.9, 000000,
725053,94728, 20130628,   77.1,24,   69.4,24,  999.5,16,  995.6,24,   8.1,24,   4.6,24,   8.0,  17.1,   86.0 ,  73.0 , 0.24G,999.9, 010000,
725053,94728, 20130629,   76.2,24,   65.9,24, 1001.1,22,  996.5,24,   8.7,24,   3.5,21,   7.0,  15.9,   84.9 ,  71.1 , 0.00G,999.9, 000000,
725053,94728, 20130630,   77.5,24,   70.8,24, 1007.6,17, 1003.6,24,   7.5,24,   3.0,23,   8.0, 999.9,   84.0*,  73.9*, 0.00G,999.9, 010000,
725053,94728, 20130701,   74.2,24,   71.0,24, 1013.5,14, 1009.1,24,   6.6,24,   2.7,21,   8.0,  22.0,   75.9*,  72.0*, 0.00G,999.9, 110000,
725053,94728, 20130702,   75.6,24,   71.7,24, 1019.0,23, 1014.2,24,   7.9,24,   2.2,23,   5.1, 999.9,   82.0 ,  72.0 , 0.84G,999.9, 010000,
725053,94728, 20130703,   76.0,24,   71.4,24, 1022.8,21, 1018.0,24,   8.5,24,   4.2,21,   6.0,  15.9,   82.9 ,  72.0 , 0.08G,999.9, 110000,
725053,94728, 20130704,   79.5,24,   72.8,24, 1022.9,21, 1018.2,24,   8.4,24,   3.1,20,   7.0, 999.9,   87.1 ,  73.0 , 0.53G,999.9, 000000,
725053,94728, 20130705,   82.3,24,   70.7,24, 1021.7,23, 1017.0,24,   9.4,24,   4.7,20,   8.9,  17.1,   90.0 ,  75.9 , 0.00G,999.9, 000000,
725053,94728, 20130706,   84.6,24,   70.1,24, 1019.4,24, 1014.6,24,   9.8,24,   3.9,23,   7.0,  17.1,   91.9 ,  75.9 , 0.00G,999.9, 000000,
725053,94728, 20130707,   85.6,24,   70.7,24, 1016.4,24, 1011.6,24,  10.0,24,   3.6,22,   8.0, 999.9,   91.9 ,  78.1 , 0.00G,999.9, 000000,
725053,94728, 20130708,   81.3,24,   65.8,24, 1015.8,24, 1011.0,24,   9.5,24,   3.8,23,   7.0,  18.1,   91.9 ,  73.0 , 0.00G,999.9, 000000,
725053,94728, 20130709,   78.8,24,   67.2,24, 1017.1,23, 1012.4,24,   6.9,24,   4.1,23,  13.0,  21.0,   88.0 ,  73.9 , 0.22G,999.9, 110000,
725053,94728, 20130710,   79.4,24,   70.5,24, 1013.7,21, 1008.9,24,   6.7,24,   2.9,20,   7.0,  15.0,   88.0 ,  73.9 , 0.23G,999.9, 010000,
725053,94728, 20130711,   80.6,24,   68.7,24, 1010.5,23, 1005.8,24,   9.0,24,   3.3,21,   7.0, 999.9,   84.9 ,  75.0 , 0.00G,999.9, 000000,
725053,94728, 20130712,   75.0,24,   62.6,24, 1015.5,23, 1010.8,24,   8.9,24,   7.3,23,  15.0,  22.0,   84.0 ,  72.0 , 0.00G,999.9, 010000,
725053,94728, 20130713,   72.2,24,   68.9,24, 1021.8,15, 1017.0,24,   4.4,24,   6.2,24,  12.0,  22.0,   81.0 ,  66.9 , 0.28G,999.9, 010000,
725053,94728, 20130714,   80.3,24,   71.5,24, 1025.5,16, 1020.8,24,   7.7,24,   2.9,24,   7.0, 999.9,   90.0 ,  66.9 , 0.03G,999.9, 010000,
725053,94728, 20130715,   85.3,24,   69.7,24, 1023.0,24, 1018.2,24,   9.6,24,   3.4,24,   7.0, 999.9,   93.9 ,  73.9 , 0.00G,999.9, 000000,
725053,94728, 20130716,   85.9,24,   66.3,24, 1021.4,24, 1016.7,24,   9.3,24,   3.9,24,  11.1,  18.1,   93.9 ,  77.0 , 0.00G,999.9, 000000,
725053,94728, 20130717,   86.7,24,   66.3,24, 1020.8,24, 1016.1,24,   8.6,24,   2.7,23,   5.1, 999.9,   97.0 ,  77.0 , 0.00G,999.9, 000000,
725053,94728, 20130718,   88.2,24,   68.6,24, 1016.8,24, 1012.1,24,   8.2,24,   3.6,23,   5.1, 999.9,   98.1 ,  79.0 , 0.00G,999.9, 000000,
725053,94728, 20130719,   89.1,24,   72.1,24, 1013.0,24, 1008.3,24,   6.7,24,   3.6,19,   8.9,  17.1,   98.1 ,  81.0 , 0.00G,999.9, 000000,
725053,94728, 20130720,   86.7,24,   70.1,24, 1008.6,24, 1003.8,24,   6.5,24,   5.6,20,   9.9,  19.0,   96.1 ,  81.0 , 0.00G,999.9, 000000,
725053,94728, 20130721,   82.3,24,   63.7,24, 1012.0,23, 1007.4,24,   9.8,24,   3.9,23,   8.9,  14.0,   93.0 ,  78.1 , 0.00G,999.9, 000000,
725053,94728, 20130722,   78.2,24,   70.0,24, 1013.4,21, 1008.6,24,   6.6,24,   4.4,23,   8.0, 999.9,   89.1 ,  75.0 , 0.00G,999.9, 010000,
725053,94728, 20130723,   78.7,24,   71.4,24, 1004.6,16, 1000.3,24,   7.3,24,   3.5,22,   8.9,  15.0,   87.1 ,  73.0 , 0.37G,999.9, 010000,
725053,94728, 20130724,   78.5,24,   64.5,24, 1005.6,24, 1001.0,24,  10.0,24,   3.6,22,   8.0, 999.9,   87.1 ,  73.0 , 0.31G,999.9, 000000,
725053,94728, 20130725,   67.3,24,   52.3,24, 1015.4,23, 1010.7,24,  10.0,24,   7.4,24,  12.0,  20.0,   82.9 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130726,   72.2,24,   57.5,24, 1016.5,23, 1011.7,24,  10.0,24,   5.3,22,   8.9,  19.0,   82.9 ,  64.0 , 0.01G,999.9, 010000,
725053,94728, 20130727,   75.2,24,   61.2,24, 1016.8,24, 1012.1,24,   9.8,24,   3.6,23,   6.0, 999.9,   82.9 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130728,   73.3,24,   65.2,24, 1014.8,23, 1010.0,24,   9.3,24,   1.4,19,   7.0, 999.9,   82.0 ,  70.0 , 0.00G,999.9, 010000,
725053,94728, 20130729,   75.1,24,   64.9,24, 1015.9,20, 1010.8,24,   7.9,24,   2.9,24,   8.9,  15.0,   84.9 ,  69.1 , 0.25G,999.9, 010000,
725053,94728, 20130730,   74.4,24,   53.3,24, 1020.0,24, 1015.3,24,  10.0,24,   3.8,24,   7.0, 999.9,   84.9 ,  66.9 , 0.01G,999.9, 000000,
725053,94728, 20130731,   74.1,24,   56.3,24, 1019.9,24, 1015.2,24,  10.0,24,   2.2,24,   5.1, 999.9,   82.9 ,  66.9 , 0.00G,999.9, 000000,
725053,94728, 20130801,   71.5,24,   62.8,24, 1015.4,17, 1009.9,24,   6.9,24,   2.3,23,   8.0, 999.9,   82.9 ,  66.0 , 0.00G,999.9, 010000,
725053,94728, 20130802,   73.6,24,   62.9,24, 1011.4,19, 1006.4,24,   6.9,24,   3.7,23,  12.0,  22.0,   82.9*,  66.9*, 0.65G,999.9, 110000,
725053,94728, 20130803,   73.4,24,   60.0,24, 1012.2,24, 1007.5,24,   9.3,24,   3.4,17,   6.0, 999.9,   82.9 ,  66.9 , 0.01G,999.9, 010000,
725053,94728, 20130804,   73.2,24,   56.0,24, 1011.8,24, 1007.0,24,  10.0,24,   3.9,22,   8.0,  19.0,   80.1 ,  66.0 , 0.05G,999.9, 000000,
725053,94728, 20130805,   70.2,24,   47.0,24, 1016.2,24, 1011.4,24,  10.0,24,   3.7,24,   8.0,  15.9,   80.1 ,  62.1 , 0.00G,999.9, 000000,
725053,94728, 20130806,   72.1,24,   52.5,24, 1018.4,24, 1013.6,24,  10.0,24,   1.7,22,   6.0, 999.9,   82.0 ,  62.1 , 0.00G,999.9, 000000,
725053,94728, 20130807,   73.4,24,   60.5,24, 1019.9,24, 1015.1,24,  10.0,24,   4.6,20,   9.9,  19.0,   82.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130808,   73.8,24,   69.3,24, 1017.6,14, 1012.8,24,   7.2,24,   3.7,21,   8.0,  15.9,   81.0 ,  70.0 , 0.18G,999.9, 110000,
725053,94728, 20130809,   77.0,24,   71.9,24, 1012.7,23, 1008.1,24,   7.4,24,   3.3,20,   7.0,  17.1,   84.9 ,  70.0 , 0.32G,999.9, 010000,
725053,94728, 20130810,   77.2,24,   62.8,24, 1013.8,24, 1008.8,21,   9.8,24,   4.4,21,   8.0,  15.0,   84.9 ,  70.0 , 0.01G,999.9, 000000,
725053,94728, 20130811,   73.5,24,   53.0,24, 1018.4,24, 1013.6,24,  10.0,24,   2.3,23,   6.0, 999.9,   82.9 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130812,   74.5,24,   64.2,24, 1016.0,23, 1011.3,24,   9.5,24,   2.0,24,   5.1, 999.9,   82.0 ,  64.9 , 0.05G,999.9, 010000,
725053,94728, 20130813,   73.2,24,   67.2,24, 1010.3,18, 1005.1,24,   6.0,24,   1.7,23,   7.0, 999.9,   82.0 ,  68.0 , 0.01G,999.9, 010000,
725053,94728, 20130814,   68.3,24,   52.3,24, 1010.3,23, 1005.4,24,   9.6,24,   5.3,22,   9.9,  24.1,   73.9 ,  61.0 , 0.84G,999.9, 010000,
725053,94728, 20130815,   68.6,24,   47.5,24, 1018.9,24, 1014.1,24,  10.0,24,   3.3,22,   6.0, 999.9,   77.0 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20130816,   70.9,24,   51.5,24, 1020.9,24, 1016.0,24,  10.0,24,   1.7,24,   5.1, 999.9,   82.0 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20130817,   72.6,24,   53.5,24, 1023.9,24, 1019.0,24,  10.0,24,   1.6,24,   4.1, 999.9,   84.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130818,   72.1,24,   54.6,24, 1023.5,24, 1018.7,24,   9.8,24,   2.5,24,   6.0, 999.9,   84.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130819,   72.1,24,   58.2,24, 1019.1,24, 1014.3,24,   9.8,24,   2.4,23,   5.1, 999.9,   79.0 ,  66.0 , 0.00G,999.9, 000000,
725053,94728, 20130820,   76.6,24,   61.9,24, 1018.6,24, 1013.9,24,   9.7,24,   3.3,24,   5.1, 999.9,   88.0 ,  66.0 , 0.00G,999.9, 000000,
725053,94728, 20130821,   80.1,24,   61.4,24, 1020.3,24, 1015.5,24,   9.8,24,   1.9,23,   5.1, 999.9,   90.0 ,  68.0 , 0.00G,999.9, 000000,
725053,94728, 20130822,   75.6,24,   68.8,24, 1016.2,20, 1011.4,24,   7.5,24,   2.9,24,   8.0, 999.9,   90.0 ,  71.1 , 0.00G,999.9, 010000,
725053,94728, 20130823,   75.5,24,   60.8,24, 1014.0,24, 1009.3,24,   8.7,24,   4.6,24,   8.0,  14.0,   82.0 ,  71.1 , 0.25G,999.9, 000000,
725053,94728, 20130824,   72.0,24,   49.8,24, 1023.4,24, 1018.5,24,  10.0,24,   5.3,23,   8.0,  17.1,   82.0 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130825,   72.8,24,   53.9,24, 1027.2,24, 1022.3,24,  10.0,24,   2.4,22,   7.0, 999.9,   82.9 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20130826,   74.5,24,   56.8,24, 1020.2,24, 1015.5,24,  10.0,24,   4.9,22,   8.0,  18.1,   84.0 ,  64.0 , 0.00G,999.9, 010000,
725053,94728, 20130827,   77.8,24,   66.1,24, 1011.7,22, 1006.9,24,   9.3,24,   4.9,21,   9.9,  15.0,   87.1 ,  68.0 , 0.05G,999.9, 010000,
725053,94728, 20130828,   76.4,24,   68.0,24, 1011.6,21, 1006.9,24,   7.1,24,   1.8,24,   5.1, 999.9,   87.1 ,  71.1 , 0.01G,999.9, 110000,
725053,94728, 20130829,   73.8,24,   67.5,24, 1015.0,16, 1009.5,24,   6.3,24,   4.0,24,   9.9, 999.9,   86.0 ,  71.1 , 0.43G,999.9, 010000,
725053,94728, 20130830,   75.1,24,   64.3,24, 1014.8,20, 1010.2,24,   9.2,24,   3.6,20,   7.0, 999.9,   84.0*,  69.8*, 0.00G,999.9, 000000,
725053,94728, 20130831,   78.3,24,   68.8,24, 1010.5,22, 1005.9,24,   8.0,24,   4.4,21,   7.0,  15.0,   86.0 ,  70.0 , 0.00G,999.9, 000000,
725053,94728, 20130901,   78.9,24,   70.1,24, 1009.9,20, 1005.3,24,   9.3,24,   2.7,21,   7.0, 999.9,   86.0 ,  73.0 , 0.00G,999.9, 000000,
725053,94728, 20130902,   76.9,24,   71.8,24, 1008.2,18, 1003.6,24,   6.3,24,   0.9,24,   5.1, 999.9,   84.0 ,  73.9 , 0.00G,999.9, 010000,
725053,94728, 20130903,   75.7,24,   64.8,24, 1007.7,19, 1003.1,24,   7.9,24,   2.7,23,   7.0, 999.9,   82.0 ,  71.1 , 0.08G,999.9, 010000,
725053,94728, 20130904,   72.7,24,   54.0,24, 1013.9,24, 1009.1,24,  10.0,24,   4.4,21,   8.0, 999.9,   82.0 ,  64.9 , 0.03G,999.9, 000000,
725053,94728, 20130905,   73.0,24,   51.4,24, 1015.1,24, 1010.4,24,  10.0,24,   4.3,23,   8.0,  15.9,   82.0 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130906,   64.7,24,   39.9,24, 1022.4,24, 1017.5,24,  10.0,24,   4.2,23,   9.9,  17.1,   80.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130907,   67.8,24,   45.9,24, 1018.2,24, 1013.3,24,  10.0,24,   2.9,24,   6.0, 999.9,   80.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130908,   73.7,24,   52.8,24, 1011.5,24, 1006.7,24,  10.0,24,   4.5,22,   8.0,  19.0,   82.9 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20130909,   65.3,24,   45.6,24, 1021.5,24, 1016.6,24,  10.0,24,   4.9,22,   9.9,  15.9,   72.0*,  57.0*, 0.00G,999.9, 000000,
725053,94728, 20130910,   74.9,24,   63.7,24, 1020.1,19, 1015.4,24,   8.9,24,   4.1,22,  11.1,  17.1,   87.1 ,  57.0 , 0.01G,999.9, 000000,
725053,94728, 20130911,   84.4,24,   70.9,24, 1018.2,24, 1013.5,24,   6.3,24,   3.9,23,   7.0, 999.9,   96.1 ,  68.0 , 0.00I,999.9, 000000,
725053,94728, 20130912,   80.0,24,   69.8,24, 1012.4,21, 1007.2,24,   6.1,24,   4.6,21,   9.9,  21.0,   86.0*,  70.0*, 0.00G,999.9, 110000,
725053,94728, 20130913,   70.1,24,   61.5,24, 1005.3,24, 1000.6,24,   8.0,24,   4.1,22,   8.9,  18.1,   87.1 ,  66.9 , 1.66G,999.9, 010000,
725053,94728, 20130914,   60.3,24,   44.5,24, 1014.1,24, 1009.3,24,  10.0,24,   4.7,22,   7.0,  15.0,   77.0 ,  54.0 , 0.06G,999.9, 000000,
725053,94728, 20130915,   60.4,24,   43.3,24, 1020.9,24, 1016.1,24,  10.0,24,   2.9,23,   5.1, 999.9,   73.0 ,  51.1 , 0.00G,999.9, 000000,
725053,94728, 20130916,   65.2,24,   51.7,24, 1018.6,24, 1013.7,24,   9.9,24,   3.2,23,   7.0, 999.9,   73.0 ,  51.1 , 0.01G,999.9, 010000,
725053,94728, 20130917,   57.8,24,   38.3,24, 1027.5,23, 1022.4,24,  10.0,24,   5.4,23,  12.0,  22.0,   73.0 ,  50.0 , 0.02G,999.9, 000000,
725053,94728, 20130918,   60.0,24,   41.9,24, 1026.0,24, 1021.2,24,  10.0,24,   1.4,23,   5.1, 999.9,   72.0 ,  50.0 , 0.00G,999.9, 000000,
725053,94728, 20130919,   64.3,24,   47.4,24, 1021.1,24, 1016.2,24,  10.0,24,   2.9,23,   6.0, 999.9,   78.1 ,  51.1 , 0.00G,999.9, 000000,
725053,94728, 20130920,   67.6,24,   53.9,24, 1018.1,24, 1013.3,24,   9.6,24,   2.1,23,   5.1, 999.9,   79.0 ,  55.0 , 0.00G,999.9, 000000,
725053,94728, 20130921,   67.7,24,   59.5,24, 1013.1,23, 1008.0,24,  10.0,24,   3.6,23,  11.1,  21.0,   79.0 ,  60.1 , 0.00G,999.9, 000000,
725053,94728, 20130922,   65.3,24,   53.6,24, 1007.3,22, 1002.2,24,   8.8,24,   4.6,23,   9.9,  18.1,   77.0 ,  59.0 , 1.17G,999.9, 110000,
725053,94728, 20130923,   57.5,24,   39.8,24, 1014.6,24, 1009.9,24,  10.0,24,   3.7,22,   8.0,  15.9,   69.1 ,  50.0 , 0.45G,999.9, 000000,
725053,94728, 20130924,   58.4,24,   40.3,24, 1015.6,24, 1010.8,24,  10.0,24,   3.8,22,   8.0, 999.9,   73.0 ,  46.9 , 0.00G,999.9, 000000,
725053,94728, 20130925,   62.5,24,   43.4,24, 1013.5,24, 1008.7,24,  10.0,24,   2.0,24,   4.1, 999.9,   73.0 ,  46.9 , 0.00G,999.9, 000000,
725053,94728, 20130926,   63.0,24,   52.3,24, 1015.5,22, 1010.7,24,  10.0,24,   3.1,24,   8.0, 999.9,   73.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20130927,   61.8,24,   50.8,24, 1021.7,24, 1016.9,24,  10.0,24,   3.3,24,   8.0, 999.9,   71.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130928,   64.1,24,   49.4,24, 1025.3,24, 1020.4,24,  10.0,24,   4.4,23,   7.0,  15.0,   73.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20130929,   63.7,24,   52.2,24, 1022.0,20, 1017.3,24,  10.0,24,   2.4,24,   8.0, 999.9,   73.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20130930,   63.1,24,   50.7,24, 1017.6,24, 1012.8,24,   9.8,24,   2.1,24,   6.0, 999.9,   75.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131001,   68.2,24,   52.1,24, 1014.9,24, 1010.1,24,  10.0,24,   2.3,24,   7.0, 999.9,   82.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131002,   72.7,24,   55.9,24, 1014.2,24, 1009.4,24,  10.0,24,   3.6,24,   7.0, 999.9,   82.9 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20131003,   71.7,24,   54.7,24, 1017.9,24, 1013.1,24,   9.9,24,   0.9,24,   5.1, 999.9,   82.9 ,  63.0 , 0.00G,999.9, 000000,
725053,94728, 20131004,   73.5,24,   59.7,24, 1017.0,24, 1012.2,24,   8.5,24,   2.0,24,   4.1, 999.9,   86.0 ,  63.0 , 0.00G,999.9, 010000,
725053,94728, 20131005,   69.5,24,   61.5,24, 1017.6,22, 1012.9,24,   6.4,24,   3.5,24,   8.9, 999.9,   86.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20131006,   67.2,24,   63.1,24, 1018.5,19, 1013.7,24,   4.2,24,   4.7,23,   8.9,  14.0,   75.9 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20131007,   69.6,24,   64.7,24, 1013.8,14, 1008.7,24,   6.9,24,   5.2,21,   8.9,  20.0,   75.9 ,  62.1 , 0.00G,999.9, 010000,
725053,94728, 20131008,   60.8,24,   43.9,24, 1020.8,24, 1016.0,24,  10.0,24,   5.0,24,   8.0, 999.9,   75.9 ,  54.0 , 0.25G,999.9, 000000,
725053,94728, 20131009,   58.3,24,   42.3,24, 1027.5,23, 1022.7,24,  10.0,24,   7.2,23,  15.9,  22.9,   66.9 ,  53.1 , 0.00G,999.9, 000000,
725053,94728, 20131010,   58.4,24,   48.4,24, 1023.3,22, 1018.4,24,  10.0,24,   7.3,24,  12.0,  21.0,   64.9 ,  53.1 , 0.00G,999.9, 010000,
725053,94728, 20131011,   63.3,24,   54.4,24, 1017.7,18, 1012.9,24,  10.0,24,   8.1,24,  12.0,  21.0,   68.0 ,  54.0 , 0.00G,999.9, 010000,
725053,94728, 20131012,   65.2,24,   45.7,24, 1020.9,20, 1015.9,24,  10.0,24,   8.9,24,  14.0,  24.1,   72.0 ,  60.1 , 0.02G,999.9, 000000,
725053,94728, 20131013,   60.3,24,   49.4,24, 1027.2,19, 1022.2,24,  10.0,24,   8.9,24,  15.9,  22.0,   72.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131014,   58.2,24,   46.2,24, 1026.9,20, 1022.3,24,  10.0,24,   2.8,24,   6.0, 999.9,   66.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20131015,   60.0,24,   49.6,24, 1023.2,24, 1018.3,24,   9.5,24,   2.1,24,   5.1, 999.9,   72.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20131016,   60.6,24,   51.9,24, 1018.0,19, 1013.0,24,  10.0,24,   3.1,24,   7.0, 999.9,   72.0 ,  53.1 , 0.00G,999.9, 000000,
725053,94728, 20131017,   65.3,24,   58.1,24, 1011.3,18, 1007.0,24,   7.0,24,   1.3,23,   5.1, 999.9,   73.0*,  62.1*, 0.00G,999.9, 000000,
725053,94728, 20131018,   63.5,24,   47.6,24, 1009.5,23, 1004.6,24,   9.6,24,   6.4,21,  11.1,  22.0,   73.0 ,  57.0 , 0.02G,999.9, 010000,
725053,94728, 20131019,   58.3,24,   42.0,24, 1013.6,24, 1008.8,24,  10.0,24,   2.2,21,   6.0, 999.9,   68.0 ,  52.0 , 0.00G,999.9, 000000,
